SCHM_CODE,DEL_FLG,SCHM_DESC,INT_PAID_BACID,INT_COLL_BACID,GL_SUB_HEAD_CODE,SERV_CHRG_COLL_FLG,BACK_DATE_TRAN_EXCP_CODE,VAL_DATE_TRAN_EXCP_CODE,ACCT_IN_CR_BAL_EXCP_CODE,MIN_POSTING_WORKCLASS,SCHM_TYPE,INT_PAID_FLG,INT_COLL_FLG,STAFF_SCHM_FLG,NRE_SCHM_FLG,MERGE_INT_PTRAN_FLG,LCHG_USER_ID,RCRE_USER_ID,LCHG_TIME,RCRE_TIME,MICR_CHQ_CHRG_BACID,INSUFF_AVAIL_BAL_EXCP_CODE,FD_CR_BACID,FD_DR_BACID,FX_TRAN_FLG,STP_CR_DR_IND,FCNR_FLG,INT_PANDL_BACID,PARKING_BACID,INT_PAID_COLL_CRNCY_FLG,CASH_WD_WO_CHQ_EXCP_CODE,ACCT_NAME_CHANGED_EXCP_CODE,XFER_IN_INT_DETAILS_FLG,ACCT_REFERENCE_EXCP_CODE,DR_OPER_ACCT_IF_NO_BAL_FLG,INT_DR_CUST_DIFF_EXCP_CODE,INT_CR_CUST_DIFF_EXCP_CODE,ISO_USER_TOD_GRNT_EXCP_CODE,ISO_AUTO_TOD_GRNT_EXCP_CODE,INTER_SOL_CLOSURE_ALWD_FLG,LEVY_TAX_PCNT_1,LEVY_TAX_PCNT_2,LEVY_TAX_PCNT_3,LEVY_TAX_DESC_1,LEVY_TAX_DESC_2,LEVY_TAX_DESC_3,LEVY_TAX_BACID_1,LEVY_TAX_BACID_2,LEVY_TAX_BACID_3,LEVY_TAX_MERGE_PTRAN_FLG,PEG_INT_FOR_AC_FLG,MOD_OF_PEG_INT_ALLOWED_FLG,PEG_REVIEW_PREF_FROM_CUST,DFLT_INT_PAR_CHNG_EXCP_CODE,CLS_PEND_REVERSAL_EXCP_CODE,CHQ_ISSUED_ACK_EXCP_CODE,ACCT_CLOSURE_CHRG_DAYS,ACCT_CLOSURE_CHRG_MNTHS,ACCT_MAINT_PERIOD,MIN_COMMIT_CHRG_UTIL_PCNT,COMMIT_CALC_METHOD,INACTIVE_ACCT_CHRG_DAYS,INACTIVE_ACCT_CHRG_MNTHS,DORMANT_ACCT_CHRG_DAYS,DORMANT_ACCT_CHRG_MNTHS,PARTITION_MANDATORY_FLG,BOOK_TRAN_SCRIPT,INTCALC_TRAN_SCRIPT,ADVANCE_INT_BACID,TDS_PARKING_BACID,PENAL_PANDL_BACID,DFLT_CLG_TRAN_CODE,DFLT_INST_TYPE,CHQ_UNUSABLE_EXCP_CODE,INT_PANDL_BACID_CR,INT_PANDL_BACID_DR,BEL_MIN_BAL_EXCP_CODE,PEN_CHRG_NCALC_EXCP_CODE,INT_FREQ_TYPE_CR,INT_FREQ_WEEK_NUM_CR,INT_FREQ_WEEK_DAY_CR,INT_FREQ_START_DD_CR,PD_GL_SUB_HEAD_CODE,PS_FREQ_WEEK_DAY,PS_FREQ_START_DD,PS_FREQ_HLDY_STAT,AUTO_RENEWAL_PERIOD_FLG,PRODUCT_GROUP,PRINCIPAL_LOSSLINE_BACID,RECOVER_LOSSLINE_BACID,CHRGE_OFF_BACID,INT_WAIVER_BACID,DAILY_COMP_INT_FLG,DISC_RATE_FLG,START_DATE,END_DATE,FIXEDTERM_MNTHS,FIXEDTERM_YEARS,REPRICING_PLAN,REPRICING_FREQ_MNTHS,REPRICING_FREQ_DAYS,REPRICING_YEAR_IND,FLOAT_INT_TBL_CODE,FLOAT_REPRICING_FREQ_MNTHS,FLOAT_REPRICING_FREQ_DAYS,SCRIPT_VALUE_DATE_EXCP_CODE,CUST_MIN_AGE,CUST_MAX_AGE,SCHM_SHORT_NAME,BANK_ID,SYN_AGENT_SCHEME,PRODUCT_CONCEPT,SCHM_NATURE
C5278,N,NH - FIN PLATINUM SME 2019 - DB BDS - 10-12T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HUYEN.NGHIEMTHI,38:44.0,47:44.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
C5279,N,NH - GOI UDLS 1.500 TY NAM 2019 - VAY DUOI 3TH,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,AI.LPV,58:39.0,51:19.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,B17,0,0,,1,N,C0201,N
OD503,N,"DN - NH - CHO VAY THAU CHI - DB BANG STK KHAC, TPCP",49113001,39419210,,N,914,924,,560,ODA,Y,Y,N,B,Y,EOD5,VY.NK,40:13.0,29:35.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419217,,CHQ,,80102000,39419217,,,M, ,0,24,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,0,0,,1, ,,N
A0004,N,TH - CHO VAY DB BANG BDS DO THI,,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,BPD1,17:48.0,28:28.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R05,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0501,N
A0005,N,DH - CHO VAY DB BANG BDS DO THI,,39414000,21310, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,BPD1,17:03.0,28:30.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R05,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0501,N
A0006,N,NH - CHO VAY DB BANG CO PHIEU,,39411000,21110, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,BPD1,03:18.0,28:32.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R05,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0502,N
A0007,N,TH - CHO VAY DB BANG CO PHIEU,,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,BPD1,05:58.0,28:34.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R05,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0502,N
A0008,N,"NH - CHO VAY DB BANG BDS KHAC (NONG THON, NHA XUONG, ...)",,39411000,21110, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,BPD1,06:06.0,28:37.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R05,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0503,N
A0009,N,"TH - CHO VAY DB BANG BDS KHAC (NONG THON, NHA XUONG, ...)",,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,BPD1,52:54.0,28:38.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R05,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0503,N
C5122,N,DH - MERCEDES  (UU DAI 10),,39414010,21312, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ASSET2,ASSET2,53:45.0,31:27.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B31,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,DC1,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9955,1,0,B17,0,0,,1,N,DC101,N
62106,N,KQ HOAT DONG DN - 36TH - LHT,49110000,,,N,DB2,DF2,,550,TDA,Y,N,N,B,Y,THANH.HTN,EXIMITV,06:53.0,39:37.0,,,,,Y, ,N,,,X,,, ,,N,,HD3,,,Y,0,0,0,,,,,,, ,Y,Y,N,GA2,,,0,0, ,0, ,0,0,0,0, ,,,,,,,,,80102000,,,, , ,0,0,,0,0, ,O,,,,,,N, ,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,0,999,LÃI HÀNG THÁNG,1, ,,N
C5128,N,NH - MERCEDES  FUSO (PHUONG AN 1),,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ASSET2,ASSET2,08:52.0,47:40.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B31,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,DD1,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,DD101,N
OD506,N,DN - NH - CHO VAY THAU CHI - KHONG TSDB,49113001,39419210,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,50:28.0,39:13.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419217,,CHQ,,80102000,39419217,,,M, ,0,24,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,0,0,,1, ,,N
OD001,N,CN - NH - CHO VAY THAU CHI - DB BANG GTCG EIB PHAT HANH,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,47:17.0,49:29.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD002,N,"CN - NH - CHO VAY THAU CHI - DB BANG THE TK NH KHAC, TRAI PHIEU CP",49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,31:28.0,52:58.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0,, ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD003,N,CN - NH - CHO VAY THAU CHI - DB BANG BDS TAI DO THI,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,47:48.0,55:40.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD004,N,CN - NH - CHO VAY THAU CHI - DB BANG CO PHIEU,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,48:18.0,58:13.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD005,N,CN - NH - CHO VAY THAU CHI - DB BANG BDS KHAC,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,48:30.0,59:56.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD006,N,CN - NH - CHO VAY THAU CHI - DB BANG PTVT,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,48:43.0,01:37.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
OD007,N,CN - NH - CHO VAY THAU CHI - DB BANG TAI SAN KHAC,49113001,39419200,,N,914,924,,560,ODA,Y,Y,N,B,Y,LINH.ND,VY.NK,49:02.0,04:37.0,,913,,,N, ,N,,,A,,, ,,N,,,,,N,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0, ,0,0,0,0, ,,,,,39419207,,CHQ,,80103000,39419207,,,M, ,0,15,,0,0, , ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,18,65,,1, ,,N
A5218,N,TH - 4* CHO VAY MUA XE OTO LS CO DINH 6T (1),,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,LINH.ND,34:01.0,48:40.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R04,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,A2010,1,0,,18,65,,1,N,R0401,N
CD502,N,"DN - NH - CHO VAY THAU CHI - DB BANG STK DO EIB PHAT HANH, TIEN KHOANH CUNG LOAI TIEN VAY",,39419210,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HUYEN.NGHIEMTHI,38:46.0,22:10.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39419217,,,,,39419217,,, , ,0,0,27523,0,0, , ,,,,,39419217, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,,N
B5013,N,9T-LSUD DN XNK,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,BPD1,39:16.0,01:41.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,3,L,0,0,A,A7018,1,0,B17,0,0,,1,N,C0202,N
B5063,N,NH - FIN THACO - 10%/NAM,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,EXIMIT,43:08.0,56:13.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,12,0,B17,0,0,,1,N,C0214,N
B5064,N,TH - FIN THACO - 10%/NAM,,39413010,21212, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,EXIMIT,47:11.0,57:39.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,0,0,B17,0,0,,1,N,C0214,N
B5065,N,DH - FIN THACO - 10%/NAM,,39414010,21312, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,EXIMIT,40:36.0,58:55.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C02,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,0,0,B17,0,0,,1,N,C0214,N
B5066,N,NH - FIN THACO - 7.5%/NAM,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMAST,EXIMIT,44:43.0,01:06.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,12,0,B17,0,0,,1,N,C0214,N
B5067,N,TH - FIN THACO - 7.5%/NAM,,39413010,21212, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMAST,EXIMIT,49:32.0,02:20.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,0,0,B17,0,0,,1,N,C0214,N
A5102,N,TH - FIN THACO - 10%/NAM,,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,ASSET1,20:28.0,21:03.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,A2010,1,0,,18,65,,1,N,,N
A5104,N,TH - FIN THACO - 7.5%/NAM,,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,ASSET1,08:26.0,25:58.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,A2010,1,0,,18,65,,1,N,,N
A0050,N,TH - HO TRO TIEU THUONG TRA GOP - ADD-ON,,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,LINH.ND,ASSET1,37:10.0,29:38.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5188,N,TH - L* CHO VAY MUA XE MERCEDES-BENZ (CHIEN DICH 4),,39413000,21210, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ASSET2,ASSET2,34:36.0,34:36.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A37,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,DR1,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,24,0,L,0,0,A,ARS06,1,0,,18,65,,1,N,DR101,N
B5035,N,DH-FIN VEHICLES,,39414010,21312, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,BPD1,21:03.0,02:08.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C02,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,3,0,B17,0,0,,1,N,C0210,N
B5037,N,DH-UD MUA XE THACO&HONDA,,39414010,21312, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,BPD1,47:07.0,02:10.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C02,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9952,1,0,B17,0,0,,1,N,C0211,N
B5039,N,DH-FIN INVEST,,39414010,21312, ,B16,B19,B27,560,CLA, ,Y,N,N, ,QUE.HP,BPD1,02:54.0,02:14.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C02,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9954,3,0,B17,0,0,,1,N,C0212,N
B5043,N,TH-MUA XE TOYOTA LK TFSVN 2,,39413010,21212, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,BPD1,59:13.0,02:19.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C03,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,6,12,L,0,0,A,A9951,1,0,B17,0,0,,1,N,C0301,N
B5047,N,CV DN NGANH CN HO TRO,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,BPD1,07:34.0,02:23.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C04,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0401,N
B5049,N,UD DN TG BINH ON TT,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,BPD1,08:34.0,02:26.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C04,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0403,N
B5032,N,UD TRA GOP DN VUA & NHO,,39413010,21212, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EXIMIT,BPD1,53:46.0,02:04.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,0,12,L,0,0,A,A9954,1,0,B17,0,0,,1,N,C0208,N
DEPAS,N,DEPRECIATION FIXES ASSET,,,, ,,,,550,OAB, , ,N,B, ,EXIMIT,EXIMGL,54:59.0,45:51.0,,,,,N, ,N,,, ,,, ,, ,,,,,N,0,0,0,,,,,,, , , , ,,,,0,0, ,0, ,0,0,0,0, ,,,,,,,,,,,,, , ,0,0,,0,0, , ,,,,,,N, ,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,0,0,DEPRECIATION FA,1, ,,N
C5135,N,NH - C* TAI TRO VLD - GOI 2 - 1-5 THANG,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,ASSET3,05:08.0,01:12.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
C5136,N,NH - D* TAI TRO VLD - GOI 2 - 6 THANG,,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ASSET3,ASSET3,01:47.0,01:47.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
C5129,N,NH - MERCEDES  FUSO (PHUONG AN 3),,39411010,21112, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ASSET2,ASSET2,09:06.0,48:55.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B31,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,DD1,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,DD102,N
R5176,N,NH - GOI UU DAI FTP VAY NGAN HAN 12 THANG,,39411000,21110, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,ASSET2,59:43.0,18:08.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,,N
